layers	GCF_900698845_1	GCF_005080825_1	GCF_005082825_1	GCF_900698905_1	GCF_005083565_1	GCF_009068925_1	GCF_900698915_1	GCF_005081185_1	GCF_900698975_1	GCF_005081705_1	GCF_900699035_1	GCF_005080885_1	GCF_900698895_1	GCF_009069125_1	GCF_005082365_1	GCF_900698945_1	GCF_005080845_1	GCF_900560745_1	GCF_005083345_1	GCF_005080725_1	GCF_900698865_1	GCF_005083105_1	GCF_900699025_1	GCF_005081945_1	GCF_005080745_1	GCF_005080765_1
GCF_005080725_1	0.23688973233288363	0.30987164986246907	0.33997602922327214	0.2627068712875672	0.3382391942508101	0.32194125773889004	0.2845232155109401	0.33705438340648547	0.2502584914567955	0.32627263340825485	0.26875306300723717	0.3389400876393928	0.28395393020526244	0.35158699431882534	0.343221491190405	0.27240549752983384	0.3342198617984759	0.23862569871905612	0.3440888354116504	1.0	0.24997842251918148	0.34969178235458526	0.2401362627093469	0.3361194609762781	0.29863439618822674	0.2426388957001227
GCF_005080745_1	0.17455603230945926	0.2219029388150069	0.33722307029918874	0.18634117290920008	0.34182722882366146	0.3119827031824171	0.205467036355728	0.31384885968456633	0.16897757900588095	0.32506484063747293	0.1923054680485367	0.32370116986761543	0.19802611698969574	0.3267320949000974	0.32803474976775354	0.18922669939297607	0.3382958209261427	0.170814902097297	0.31911609031125615	0.20315325255715094	0.17954038067330597	0.33090256127028617	0.162321972797296	0.33675509913864154	1.0	0.20762903210958875
GCF_005080765_1	0.17429201064898095	0.23076998453365621	0.263542560638633	0.19202911695410832	0.26459624077472216	0.24212196021217858	0.20977821081323705	0.24927132037319724	0.17492949344932088	0.26035576473204575	0.19710880051056276	0.26076764156067944	0.20792156845155876	0.26181059079589264	0.26854849756783183	0.199889344745758	0.2557096378047537	0.18551802788989005	0.2555487931466319	0.1956846558616995	0.1829395093241297	0.26754957304966676	0.17825904021696418	0.25822712213868004	0.22137205847917077	1.0
GCF_005080825_1	0.20568988629093615	1.0	0.315279713710001	0.21373519748453432	0.307176159428091	0.29655102357285107	0.25680145326635945	0.29170064278752683	0.20802840258609462	0.29207700108610807	0.2418347748024469	0.30743722619791936	0.25195027396774894	0.32211376314813756	0.3055150955320306	0.22934484247153009	0.31058322981497566	0.20484862607806736	0.31150973145033484	0.22544479254023672	0.20765357095957981	0.3282468526502863	0.20235465911289574	0.3016323405793869	0.2282319567967475	0.2476849975901711
GCF_005080845_1	0.18502632153665352	0.261084528646946	0.7177472417056412	0.18685403106134996	0.7120039712149964	0.7018907771933881	0.20795569792216387	0.6797271685282745	0.185972605091628	0.7024531756712562	0.20036392403128234	0.6312389357918949	0.21475109047794386	0.7417138719379988	0.6808907745116505	0.2003937871177456	1.0	0.18406065981778869	0.7307752817919142	0.22082877998844055	0.18860422117590356	0.7350357665850598	0.18190025162197548	0.7158962782186281	0.3168165755799726	0.2317022223831427
GCF_005080885_1	0.1793136163602262	0.26235137307144435	0.7108641699263254	0.18878110740897128	0.7486473269863767	0.6016842572853952	0.22249911875401368	0.6732265229208172	0.18428367862157247	0.7132517186377924	0.2144121038706825	1.0	0.22997383832149523	0.6362209371385091	0.70703740614912	0.20711961672568183	0.652219650244066	0.18749138845694344	0.6302827892276308	0.23314895030550464	0.18498914215657256	0.6347050169806147	0.17816371506991086	0.7068709760216293	0.31217695019395403	0.2220083218111782
GCF_005081185_1	0.16374232292811372	0.23821293454636955	0.8021943521439652	0.17361505821980075	0.7293101206275016	0.619371786092305	0.20165926892296446	1.0	0.1685220080760293	0.7243626586586585	0.19055935308091418	0.650065920976911	0.20144168854764516	0.6511879311137372	0.7030918470858821	0.18285385673804289	0.6836234523700546	0.1706701809823394	0.6413529115150178	0.21764966921901926	0.1701936266907432	0.6473385226101072	0.1660715457004874	0.7345180384849881	0.3108041195774173	0.21302590733057897
GCF_005081705_1	0.16650836048449671	0.24504645847188297	0.7693284430993227	0.17223802029567606	0.7870249253984065	0.6480422984736627	0.1969259410041989	0.7208556558594724	0.16297465423059368	1.0	0.187528128119681	0.6884141873900298	0.19385228307993338	0.6842728634921308	0.7828379358141763	0.18551220422507644	0.7084239850969827	0.16589459382985386	0.6710373674707679	0.22471631078257762	0.16711094515175406	0.6804887819006563	0.161705017178946	0.7742580341091069	0.3110550106391342	0.21692171665377935
GCF_005081945_1	0.17809214349448824	0.2571313431430935	0.7703062664772491	0.19205466101296254	0.7746942508538852	0.6505782115477609	0.22184177162384688	0.7277568090332038	0.18227346404673736	0.7730692827758556	0.19941185791912663	0.687214895808292	0.2146592865594112	0.6824289834032142	0.7395446871385399	0.20561015648203096	0.7156253192410768	0.17766816090599177	0.669965301403154	0.22604298254837504	0.18685689758871143	0.6812079137547287	0.18041278545219552	1.0	0.3229278641075925	0.22824352663930442
GCF_005082365_1	0.17374918306148762	0.24449600421105885	0.7519432079744429	0.1829476043009955	0.7679481391306202	0.6435071830979121	0.21149971188248562	0.7199406017838565	0.1782295409095447	0.796083075404353	0.19580541001380775	0.6886025387190227	0.20480956335332218	0.6743360863201561	1.0	0.1957015601882691	0.6972069868001087	0.1747027910302398	0.660842640667851	0.22803519749093418	0.18312035297513155	0.6651067043091631	0.17633775243661864	0.7528006548571031	0.32167709376288267	0.22750554987480412
GCF_005082825_1	0.1718772659024219	0.2489382099314585	1.0	0.18759703214344683	0.7698150702809103	0.634340195971658	0.21230328931558007	0.7989795613115541	0.17558008946939935	0.7675258048554299	0.19943215927513597	0.6829840579119285	0.21094707170445773	0.6758877096397133	0.7372691849484148	0.20003118588221577	0.7181084214583213	0.17857194995232603	0.6637161989099802	0.21714859390477237	0.1802927489817653	0.677425182833876	0.178119618391398	0.7697297346258364	0.3162828269564682	0.21789034943628743
GCF_005083105_1	0.1765653666180397	0.2725145225429462	0.686696685519294	0.1883629309350353	0.6929442892653773	0.7936076312032339	0.22015023030811096	0.6562499121997276	0.1817013426384816	0.6883061992127979	0.20750570694243464	0.6253707764979193	0.21254392139423897	0.8360019249546004	0.6655814467655298	0.19991487905774002	0.7457614631466909	0.1799440572305792	0.8212101342254752	0.23109514653198837	0.18361631059048864	1.0	0.17090090233231073	0.6978437203184003	0.3137923109806245	0.2307348748068319
GCF_005083345_1	0.17459294898465294	0.25382533459026263	0.6903125737443954	0.18509779869499918	0.6919728393822415	0.8496648807637409	0.21025518054308193	0.6545376878345845	0.17444132579123275	0.6913319573138115	0.2014329258287822	0.6240116259644414	0.20645107581123506	0.8493129899314913	0.6746778972099732	0.19288298597529224	0.7456713231957376	0.18695739866007455	1.0	0.22492544384732804	0.18932431880991954	0.8249311579022555	0.1806434591042305	0.6935649815791591	0.3106475143052496	0.2210840234987327
GCF_005083565_1	0.17639986636203875	0.2685756564650775	0.7690247932114358	0.19368296594415607	1.0	0.6475661518210974	0.21641469683800998	0.7281767951099308	0.1819357873066701	0.7871919569166839	0.2051443518606954	0.7190687154809494	0.21269840496771347	0.6900742200897938	0.7593724043886436	0.20539062549928638	0.7112963124233793	0.17739355468037732	0.6725105780420852	0.23166754084143296	0.18913325653613827	0.6837087261902477	0.1769831453612414	0.7718017476421013	0.32298880375036554	0.23715204505689208
GCF_009068925_1	0.17324741491980414	0.23940374010467927	0.6836935892182358	0.1836014667575875	0.6865531014406383	1.0	0.21166699895432986	0.6481223780704628	0.17541772528558383	0.682132577218727	0.20192489646265302	0.6133447518286744	0.21019400329284793	0.8475212234418428	0.6708018999530798	0.19757976014552805	0.736170209174342	0.180746029496054	0.8672158115061739	0.218446707397115	0.17171875812768284	0.813460925547745	0.16533783381845846	0.68194728999798	0.3030712323290392	0.21387334361722846
GCF_009069125_1	0.1863565298331287	0.2704434121754963	0.71194045099365	0.19699699561193398	0.7163430992533205	0.8359521222173076	0.22006697447335163	0.6781689340488453	0.18876328434570566	0.7093034180248189	0.21052519860506447	0.6358783300012358	0.2173248785881059	1.0	0.6877029443092525	0.2109392167255297	0.7662723645674502	0.19363931770906068	0.8592225767943057	0.2346350821366784	0.19008671867570473	0.8432023588603171	0.17990963131231122	0.7088436223497383	0.32906758759484483	0.24090608828045884
GCF_900560745_1	0.6100396735688753	0.2391170098907378	0.24898011257126793	0.630417883485951	0.2583294114379864	0.24401862073335034	0.6688053518813564	0.24092594539079187	0.6184321755525622	0.2521268617584694	0.6546007256795863	0.26912341804805534	0.6666835965055619	0.26438653464240464	0.26215853576783166	0.6434502377761666	0.2517068728848053	1.0	0.26119580345319754	0.21859483984355416	0.5971985677600062	0.2652022243835937	0.6085108311624462	0.25284676103641957	0.21524343045575958	0.2159758540661379
GCF_900698845_1	1.0	0.24133385095499943	0.23699698972724983	0.6862084606403408	0.24811528089970517	0.2237220355108584	0.6801525399300422	0.2299709676386396	0.9254683865882546	0.23537272296325354	0.6726939377741327	0.24070432438487074	0.6751318333921922	0.24323897434006087	0.2312940702646515	0.6951975784992397	0.2379725928937904	0.604971111673596	0.2458129839461533	0.22052110816121015	0.6640103042254744	0.24546058515547692	0.8484673681208502	0.24261076324630051	0.22224718681660202	0.19821795067537837
GCF_900698865_1	0.6812096324083995	0.2572330513929411	0.2545562573069993	0.7717696812034459	0.27727004868747507	0.24167893550545924	0.7098884079963969	0.2609661963202731	0.6816823105476872	0.25417161575169134	0.698600007622533	0.2722486285784707	0.7045817504302996	0.27080350848308743	0.27031967900610626	0.7870607579987174	0.2580421230966681	0.6233738708185863	0.2668614796894017	0.23187265896781498	1.0	0.2739769379449758	0.6821178246212655	0.26946590656528674	0.2300965584001158	0.21918229762491176
GCF_900698895_1	0.695092519046961	0.29575286434353754	0.30790844175929527	0.7152641982175905	0.30543587303783915	0.2789793749164125	0.9355988033947068	0.29779309497557294	0.7011205963503275	0.28857307964123385	0.8500110339457438	0.3053272694328422	1.0	0.2970631313022873	0.30071724673772016	0.7331490713474973	0.2904692573327503	0.6841024457734788	0.298651180203715	0.2585453649414403	0.7095311174509994	0.302626097487376	0.6882750883905104	0.2989850998023956	0.270516688871614	0.2599763795285852
GCF_900698905_1	0.7059250836796056	0.2565659692556281	0.26736624187095137	1.0	0.2897326143497596	0.2586917512666907	0.7195148692697558	0.25994703470829794	0.7128027372459652	0.2641531199478694	0.7128528441381582	0.27302816387145035	0.7239175138561939	0.27851771940325387	0.27924666975232537	0.8433244770396726	0.26544505363914045	0.6490730220627459	0.2671302181184064	0.2431886996017545	0.7716279089344967	0.28190582527497177	0.7050057743528448	0.27477830650547574	0.23507734741713462	0.2251647762339375
GCF_900698915_1	0.691360854337461	0.30135082278557507	0.31840935608123266	0.7181682607790424	0.3232763126362218	0.29200560747797827	1.0	0.3072307266904603	0.7018041107216213	0.29756944924247547	0.8494343168248248	0.3136846583301368	0.9349371084281259	0.3201790792309421	0.30343479067457646	0.7303191409361757	0.2948977908159687	0.6809399882154158	0.2971344815736418	0.26928245549029994	0.7040734421519154	0.32589305676878827	0.6879017080322557	0.3062580211664716	0.2691216289021519	0.259212651189311
GCF_900698945_1	0.7044390549574373	0.2699299073124751	0.27689069645230596	0.8373254273018856	0.2882366489414053	0.27607384775073407	0.7267389790122473	0.2760230503938472	0.7196695502182946	0.27459223502540275	0.7195412450922702	0.28424561109952046	0.7285594209958417	0.2946170646529021	0.28093981676150503	1.0	0.2649302695538348	0.650604397216224	0.27620349534317695	0.2442309158903697	0.7801584307088535	0.29149569790029867	0.7127278725620428	0.2791284987038864	0.22356223272729606	0.23359320149735424
GCF_900698975_1	0.9231400703746847	0.24030820237402023	0.24881125613181013	0.6849532899347983	0.2400153758391258	0.23119836228273757	0.678904397080764	0.248623954492949	1.0	0.2303920575930992	0.6654305981108621	0.2580991885478229	0.674366808112581	0.25851468878121076	0.24263362249000886	0.6969527213040211	0.2471250016077556	0.603328078273211	0.25030748787722185	0.22019667782791685	0.6604216732148872	0.2599598892699167	0.8501971921156872	0.244673593618167	0.2102577842276956	0.20665830703071333
